0.56,-4.8700e-4,1.0660e-3,4.4400e-3,5.0040e-3,0.5188,3.1007e-3,-2.8000e-6,1.4750e-5,1.1250e-6,3.3565e-5
0.6,-1.8100e-4,1.7850e-3,4.4200e-3,4.1250e-3,0.5154,4.8337e-3,-2.0000e-6,-2.3500e-6,1.1500e-6,2.7414e-5
0.64,-6.0600e-4,2.1460e-3,4.5170e-3,4.1350e-3,0.5165,4.0352e-3,-2.0000e-6,5.0000e-7,-4.2500e-7,2.8126e-5
0.68,-4.9400e-4,2.3670e-3,4.4180e-3,3.4520e-3,0.519,3.0430e-3,-3.0000e-6,7.1250e-6,2.0000e-7,2.3576e-5
0.72,-4.9900e-4,2.4850e-3,4.8540e-3,3.3290e-3,0.5202,3.3391e-3,-2.0000e-6,6.5500e-7,-7.5000e-8,2.5983e-5
0.76,-4.5800e-4,2.5830e-3,4.7060e-3,3.4520e-3,0.516,4.3246e-3,-1.0000e-6,6.3500e-6,-9.3250e-6,2.5547e-5
0.8,-2.2700e-4,3.4510e-3,4.6640e-3,3.6450e-3,0.5135,7.0418e-3,-1.0000e-6,7.0000e-7,-5.0000e-7,2.6279e-5
0.84,-2.4900e-4,3.1830e-3,4.9470e-3,4.0910e-3,0.5138,5.0101e-3,-1.0000e-6,-5.3500e-6,-3.6750e-6,3.0907e-5
0.8667,-3.1700e-4,3.3130e-3,5.1190e-3,4.3730e-3,0.5079,6.5627e-3,-6.0000e-7,3.5250e-6,-3.9000e-6,3.3995e-5
0.8933,1.2600e-3,2.9930e-3,8.0740e-3,6.6590e-3,0.5076,5.8379e-3,-2.7000e-5,-3.9250e-6,-1.2450e-5,8.2149e-5
0.92,4.4080e-3,2.8370e-3,0.0156,0.0151,0.5061,7.7054e-3,3.5000e-5,-3.7525e-5,-3.6425e-5,3.5210e-4
0.9333,2.7420e-3,1.9950e-3,0.0245,0.0156,0.5151,0.0115,1.0000e-5,-6.5450e-5,3.7775e-5,6.3357e-4
0.9467,-0.0108,1.3280e-3,0.0352,0.0223,0.5257,0.0147,3.5700e-4,-8.3900e-5,6.7250e-5,1.2997e-3
0.96,-0.0403,-2.2620e-3,0.0465,0.0254,0.5198,0.0166,5.9600e-4,-9.9100e-5,7.0725e-5,2.1030e-3
0.9667,-0.0684,-4.3800e-3,0.0559,0.0286,0.5313,0.0166,8.7000e-4,3.5020e-4,8.0750e-5,2.9600e-3
0.9733,-0.0916,-5.3000e-3,0.0639,0.031,0.5199,0.0248,9.9300e-4,5.8808e-4,1.3713e-4,3.7844e-3
0.98,-0.1252,-5.1300e-3,0.0661,0.0272,0.5047,0.0353,9.4400e-4,1.0818e-3,1.87780e-4,3.8323e-3
0.9867,-0.1828,-4.9900e-3,0.0652,0.0224,0.4556,0.055,6.4700e-4,2.0298e-3,2.4098e-4,3.5665e-3
0.9907,-0.2185,-4.6620e-3,0.0659,0.0183,0.3834,0.0703,-3.3000e-4,2.7414e-3,1.5248e-4,3.5079e-3
0.9933,-0.2257,-2.7390e-3,0.0586,0.0158,0.3137,0.0565,2.0900e-4,2.4064e-3,1.18000e-4,2.7624e-3
0.996,-0.1884,-1.5920e-3,0.0429,0.0106,0.2434,0.0572,1.0000e-6,1.9478e-3,7.0950e-5,1.4673e-3
0.9963,-0.1803,-1.5680e-3,0.0404,9.8470e-3,0.2318,0.0519,8.0000e-7,1.6570e-3,6.11500e-5,1.2987e-3
0.9967,-0.1736,-1.4050e-3,0.0382,8.6060e-3,0.2136,0.0465,-4.0000e-6,8.2023e-4,5.8625e-5,1.1511e-3
0.997,-0.1604,-1.4560e-3,0.0355,7.4360e-3,0.205,0.0423,-6.0000e-6,5.0158e-4,3.6425e-5,9.8586e-4
0.9973,-0.1488,-8.6500e-4,0.0326,6.6200e-3,0.1865,0.0361,-2.3000e-5,4.1465e-4,3.4300e-5,8.3190e-4
0.9977,-0.1268,-6.8500e-4,0.0309,5.8210e-3,0.1608,0.0308,-1.4000e-5,3.7715e-4,3.0850e-5,7.4138e-4
0.998,-0.1056,-5.1000e-4,0.0277,5.0320e-3,0.1324,0.0297,-6.0000e-6,2.7485e-4,1.6625e-5,5.9591e-4
0.9983,-0.0835,-4.3900e-4,0.023,4.7780e-3,0.1183,0.023,-2.0000e-6,1.3040e-4,1.5750e-5,4.1470e-4
0.9987,-0.0588,-3.9700e-4,0.0211,4.0410e-3,0.0935,0.0171,-1.0000e-6,3.6300e-5,1.4000e-5,3.4555e-4
0.999,-0.0314,-1.9100e-4,0.0158,3.3280e-3,0.0777,0.0174,-1.0000e-6,-9.9750e-6,1.1500e-5,1.9592e-4
0.9993,-3.3890e-3,-2.2000e-5,0.0101,2.7850e-3,0.0657,0.0115,-1.0000e-6,-9.5250e-6,1.0200e-5,8.2340e-5
0.9997,-4.1200e-4,-1.2000e-5,8.1010e-3,7.8500e-4,0.0309,0.0105,-1.0000e-6,-9.4750e-6,8.0250e-6,4.9682e-5
1,0,0,0,0,0,0,0,0,0,0
